SUB_DISTRICT,TYPE,STATE,CENSUS_CODE_2001,NAME,DISTRICT
Mangrol,Village,Gujarat,2412000800844700,Gorej,Junagadh
Songadh,Village,Gujarat,2422000601660900,Amli,Surat
Mahuva,Village,Gujarat,2414001101037800,Tared,Bhavnagar
Bardoli,Village,Gujarat,2422001201707800,Pardi Kadod,Surat
Bardoli,Village,Gujarat,2422001201707600,Samthan,Surat
Kamrej,Village,Gujarat,2422000801694200,Parab,Surat
Chorasi,Village,Gujarat,2422001001695700,Asarma,Surat
Malia,Village,Gujarat,2412000900847500,Pikhor,Junagadh
Kamrej,Village,Gujarat,2422000801694300,Umbhel,Surat
Chorasi,Town,Gujarat,2422001042211000,Hajira INA,Surat
Mangrol,Village,Gujarat,2412000800845500,Lathodra,Junagadh
Songadh,Village,Gujarat,2422000601661000,Bedi,Surat
Chorasi,Village,Gujarat,2422001001696800,Vedchha,Surat
Talala,Village,Gujarat,2412001000855400,Karamnadajiya,Junagadh
Savar Kundla,Village,Gujarat,2413000800945600,Ambardi,Amreli
Visavadar,Village,Gujarat,2412000500830100,Suvardi,Junagadh
Dhari,Village,Gujarat,2413000700938200,Khisri,Amreli
Bardoli,Village,Gujarat,2422001201707500,Bamni,Surat
Kamrej,Village,Gujarat,2422000801692800,Chhedchha,Surat
Bardoli,Village,Gujarat,2422001201706000,Mota,Surat
Malia,Village,Gujarat,2412000900848400,Amrapur Gir,Junagadh
Mangrol,Village,Gujarat,2412000800844200,Shil,Junagadh
Bardoli,Village,Gujarat,2422001201707700,Kantali,Surat
Chorasi,Town,Gujarat,2422001042206000,Ichchhapor,Surat
Valod,Village,Gujarat,2422001401729400,Bedkuva,Surat
Uchchhal,Village,Gujarat,2422000501654000,Bhintbudrak,Surat
Savar Kundla,Village,Gujarat,2413000800945700,Dolti,Amreli
Vyara,Village,Gujarat,2422001301715400,Katiskuva Dur,Surat
Visavadar,Village,Gujarat,2412000500830200,Padapani,Junagadh
Talaja,Village,Gujarat,2414001001030600,Madhuvan,Bhavnagar
Vyara,Village,Gujarat,2422001301715500,Vanskui,Surat
Vyara,Village,Gujarat,2422001301715700,Vaghpani,Surat
Mahuva,Village,Gujarat,2414001101034800,Nana Asrana,Bhavnagar
Visavadar,Village,Gujarat,2412000500830000,Lilapani,Junagadh
Savar Kundla,Village,Gujarat,2413000800946100,Dadhiya,Amreli
Mahuva,Village,Gujarat,2414001101037900,Ratol,Bhavnagar
Bardoli,Village,Gujarat,2422001201706100,Movachhi,Surat
Mangrol,Village,Gujarat,2412000800845300,Sultanpur,Junagadh
Vyara,Village,Gujarat,2422001301715600,Champavadi,Surat
Talala,Village,Gujarat,2412001000855800,Karamdadi,Junagadh
Mahuva,Village,Gujarat,2414001101038900,Ranparda,Bhavnagar
Malia,Village,Gujarat,2412000900849200,Jalondar,Junagadh
Talaja,Village,Gujarat,2414001001030300,Talli,Bhavnagar
Bardoli,Village,Gujarat,2422001201708100,Isanpor,Surat
Uchchhal,Village,Gujarat,2422000501653500,Selud,Surat
Mangrol,Village,Gujarat,2412000800845400,Bhatgam,Junagadh
Mangrol,Village,Gujarat,2412000800844300,Talodra,Junagadh
Mangrol,Village,Gujarat,2412000800844900,Kankasa,Junagadh
Mahuva,Village,Gujarat,2414001101038800,Raniwada,Bhavnagar
Uchchhal,Village,Gujarat,2422000501653900,Nurabad,Surat
Mahuva,Village,Gujarat,2414001101038300,Nani Sodvadri,Bhavnagar
Chorasi,Village,Gujarat,2422001001696500,Bhatha,Surat
Bardoli,Village,Gujarat,2422001201707900,Ruwa,Surat
Chorasi,Village,Gujarat,2422001001697000,Kumbharia,Surat
Mahuva,Village,Gujarat,2414001101036900,Goras,Bhavnagar
Mangrol,Village,Gujarat,2412000800844800,Menanj,Junagadh
Bardoli,Village,Gujarat,2422001201709300,Junvani,Surat
Songadh,Village,Gujarat,2422000601661300,Achhalva,Surat
Talala,Village,Gujarat,2412001000856300,Bhalchhel,Junagadh
Mahuva,Village,Gujarat,2414001101038400,Khatsura,Bhavnagar
Talaja,Village,Gujarat,2414001001030500,Methla,Bhavnagar
Mendarda,Village,Gujarat,2412000600835600,Gadakiya,Junagadh
Uchchhal,Village,Gujarat,2422000501653200,Parchuli,Surat
Talala,Village,Gujarat,2412001000855500,Piparda,Junagadh
Kamrej,Village,Gujarat,2422000801694400,Haldharu,Surat
Chorasi,Village,Gujarat,2422001001696900,Sabargam,Surat
Palsana,Village,Gujarat,2422001101701500,Antroli,Surat
Chorasi,Village,Gujarat,2422001001695800,Bhatlai,Surat
Visavadar,Village,Gujarat,2412000500830600,Kutiya-Amliyara,Junagadh
Palsana,Village,Gujarat,2422001101701600,Vareli,Surat
Uchchhal,Village,Gujarat,2422000501653300,Pankhri,Surat
Mendarda,Village,Gujarat,2412000600835800,Najapur (Chhatariya,Junagadh
Valod,Village,Gujarat,2422001401729500,Dhamodla,Surat
Uchchhal,Village,Gujarat,2422000501653800,Sase,Surat
Malia,Village,Gujarat,2412000900848600,Vadala,Junagadh
Visavadar,Village,Gujarat,2412000500830500,Shapur (Nes),Junagadh
Khambha,Village,Gujarat,2413000900948200,Nanudi,Amreli
Mahuva,Village,Gujarat,2414001101034700,Akhegadh,Bhavnagar
Bardoli,Village,Gujarat,2422001201708900,Khoj,Surat
Malia,Village,Gujarat,2412000900848500,Virdi,Junagadh
Bardoli,Village,Gujarat,2422001201708000,Varad,Surat
Chorasi,Town,Gujarat,2422001042210000,Limla,Surat
Chorasi,Town,Gujarat,2422001042209000,Parvat,Surat
Palsana,Village,Gujarat,2422001101701700,Haripura,Surat
Talala,Village,Gujarat,2412001000855600,Dayara Timbi,Junagadh
Uchchhal,Village,Gujarat,2422000501653600,Jamki,Surat
Mahuva,Village,Gujarat,2414001101037000,Kinkaria,Bhavnagar
Mangrol,Village,Gujarat,2412000800845800,Virpur,Junagadh
Talala,Village,Gujarat,2412001000856500,Sandhbeda,Junagadh
Songadh,Village,Gujarat,2422000601661200,Nishana,Surat
Savar Kundla,Village,Gujarat,2413000800946200,Vanot,Amreli
Mahuva,Village,Gujarat,2414001101039200,Bhadrod,Bhavnagar
Uchchhal,Village,Gujarat,2422000501653400,Mirkot,Surat
Bardoli,Village,Gujarat,2422001201709500,Vanskui,Surat
Mahuva,Village,Gujarat,2414001101037700,Konjali,Bhavnagar
Uchchhal,Village,Gujarat,2422000501654500,Uchchhal,Surat
Mahuva,Village,Gujarat,2414001101039000,Rohisa,Bhavnagar
Chorasi,Village,Gujarat,2422001001696100,Mora,Surat
Palsana,Village,Gujarat,2422001101701400,Niyol,Surat
Songadh,Town,Gujarat,2422000642204000,Songadh,Surat
Bardoli,Village,Gujarat,2422001201709200,Orgam,Surat
Mangrol,Village,Gujarat,2412000800845600,Juthal,Junagadh
Una,Village,Gujarat,2412001400880300,Sapnes,Junagadh
Talala,Village,Gujarat,2412001000855700,Patariya,Junagadh
Savar Kundla,Village,Gujarat,2413000800946300,Ghandla,Amreli
Vyara,Village,Gujarat,2422001301715900,Dungargam,Surat
Palsana,Village,Gujarat,2422001101701800,Jolva,Surat
Songadh,Village,Gujarat,2422000601661400,Sadadkuva,Surat
Songadh,Village,Gujarat,2422000601661500,Bedvan Khadka,Surat
Dhari,Village,Gujarat,2413000700938700,Rajsthali,Amreli
Mahuva,Village,Gujarat,2414001101037600,Kumbhan,Bhavnagar
Chorasi,Village,Gujarat,2422001001697200,Rundh,Surat
Songadh,Village,Gujarat,2422000601661100,Agasvan,Surat
Bardoli,Village,Gujarat,2422001201709600,Bhensudla,Surat
Bardoli,Village,Gujarat,2422001201709100,Akoti,Surat
Chorasi,Village,Gujarat,2422001001696200,Kavas,Surat
Mangrol,Village,Gujarat,2412000800845700,Sakrana,Junagadh
Talala,Village,Gujarat,2412001000856100,Kamleshwar,Junagadh
Una,Village,Gujarat,2412001400884200,Asundrali,Junagadh
Uchchhal,Village,Gujarat,2422000501654600,Dhaj,Surat
Mahuva,Village,Gujarat,2414001101040400,Katakda,Bhavnagar
Vyara,Village,Gujarat,2422001301715800,Sadadvan,Surat
Mahuva,Village,Gujarat,2414001101037100,Mota Asrana,Bhavnagar
Bardoli,Village,Gujarat,2422001201709000,Palsod,Surat
Bardoli,Village,Gujarat,2422001201708800,Rayam,Surat
Mangrol,Village,Gujarat,2412000800845200,Roodalpur,Junagadh
Dhari,Village,Gujarat,2413000700938800,Patla,Amreli
Palsana,Town,Gujarat,2422001142215000,Kadodara,Surat
Chorasi,Village,Gujarat,2422001001697100,Devadh,Surat
Malia,Village,Gujarat,2412000900848800,Malia,Junagadh
Dhari,Village,Gujarat,2413000700938300,Jaljivadi,Amreli
Mangrol,Village,Gujarat,2412000800846000,Dhelana,Junagadh
Savar Kundla,Village,Gujarat,2413000800945500,Bagoya,Amreli
Chorasi,Village,Gujarat,2422001001696000,Sunvali,Surat
Talala,Village,Gujarat,2412001000856400,Devaliya,Junagadh
Valod,Village,Gujarat,2422001401729600,Kalamkui,Surat
Mangrol,Village,Gujarat,2412000800845000,Lohej,Junagadh
Rajula,Village,Gujarat,2413001100957300,Babariyadhar,Amreli
Uchchhal,Village,Gujarat,2422000501654700,Sakarda,Surat
Khambha,Village,Gujarat,2413000900948100,Umariya,Amreli
Mahuva,Village,Gujarat,2414001101040500,Bhatakda,Bhavnagar
Mahuva,Village,Gujarat,2414001101039100,Boda,Bhavnagar
Malia,Village,Gujarat,2412000900849000,Kalimbhda,Junagadh
Dhari,Village,Gujarat,2413000700938400,Dudhala,Amreli
Khambha,Village,Gujarat,2413000900947900,Lasa,Amreli
Bardoli,Village,Gujarat,2422001201709700,Nani Bhatlav,Surat
Vyara,Village,Gujarat,2422001301716200,Katasvan,Surat
Talala,Village,Gujarat,2412001000856000,Nima,Junagadh
Talala,Village,Gujarat,2412001000856800,Haripur,Junagadh
Mahuva,Village,Gujarat,2414001101037500,Sanganiya,Bhavnagar
Talala,Village,Gujarat,2412001000856200,Chhodiya,Junagadh
Vyara,Village,Gujarat,2422001301716500,Katiskuva Najik,Surat
Visavadar,Village,Gujarat,2412000500830400,Goradwala,Junagadh
Malia,Village,Gujarat,2412000900849100,Katrasa,Junagadh
Mahuva,Village,Gujarat,2414001101039300,Talgajarada,Bhavnagar
Talaja,Village,Gujarat,2414001001030400,Bambhor,Bhavnagar
Bardoli,Village,Gujarat,2422001201711000,Surali,Surat
Chorasi,Village,Gujarat,2422001001698700,Dakhkhanvada,Surat
Visavadar,Village,Gujarat,2412000500830700,Rosali,Junagadh
Talala,Village,Gujarat,2412001000857100,Vadvangada,Junagadh
Chorasi,Village,Gujarat,2422001001696300,Bhatpor,Surat
Palsana,Village,Gujarat,2422001101701300,Sedhav,Surat
Talala,Village,Gujarat,2412001000855900,Junvaniya,Junagadh
Palsana,Village,Gujarat,2422001101702300,Vankaneda,Surat
Malia,Village,Gujarat,2412000900848900,Akala,Junagadh
Rajula,Village,Gujarat,2413001100957100,Khari,Amreli
Dhari,Village,Gujarat,2413000700938600,Tarsingada,Amreli
Mahuva,Village,Gujarat,2414001101040300,Malvav,Bhavnagar
Uchchhal,Village,Gujarat,2422000501654900,Anandpur,Surat
Mangrol,Town,Gujarat,2412000841208000,Mangrol,Junagadh
Talala,Village,Gujarat,2412001000856900,Chitrod,Junagadh
Mahuva,Village,Gujarat,2414001101037400,Dudhala No.2,Bhavnagar
Savar Kundla,Village,Gujarat,2413000800946400,Detad,Amreli
Songadh,Village,Gujarat,2422000601661800,Pokhran,Surat
Bardoli,Village,Gujarat,2422001201709800,Mangrolia,Surat
Palsana,Village,Gujarat,2422001101701900,Dastan,Surat
Songadh,Village,Gujarat,2422000601661900,Kikakui,Surat
Bardoli,Village,Gujarat,2422001201708200,Kharvasa,Surat
Uchchhal,Village,Gujarat,2422000501654800,Bhad Bhunja,Surat
Bardoli,Village,Gujarat,2422001201709900,Sankri,Surat
Mangrol,Village,Gujarat,2412000800846100,Mankhetra,Junagadh
Mangrol,Village,Gujarat,2412000800845900,Lambora,Junagadh
Vyara,Village,Gujarat,2422001301716300,Chikhalvav,Surat
Khambha,Village,Gujarat,2413000900948000,Tantaniya,Amreli
Bardoli,Village,Gujarat,2422001201710900,Madhi,Surat
Talala,Village,Gujarat,2412001000857000,Kiloriya,Junagadh
Visavadar,Village,Gujarat,2412000500830300,Devkaraniya,Junagadh
Mahuva,Village,Gujarat,2414001101037200,Chaddika,Bhavnagar
Palsana,Town,Gujarat,2422001142216000,Chalthan,Surat
Palsana,Village,Gujarat,2422001101702100,Bagumara,Surat
Visavadar,Village,Gujarat,2412000500830800,Bogadiya,Junagadh
Songadh,Village,Gujarat,2422000601661600,Rampura Kothar,Surat
Songadh,Village,Gujarat,2422000601662000,Mandal,Surat
Vyara,Village,Gujarat,2422001301716100,Bhanavadi,Surat
Malia,Village,Gujarat,2412000900848700,Galodar,Junagadh
Uchchhal,Village,Gujarat,2422000501655100,Kataswan,Surat
Savar Kundla,Village,Gujarat,2413000800946800,Thordi,Amreli
Bardoli,Village,Gujarat,2422001201708600,Panada,Surat
Mangrol,Village,Gujarat,2412000800845100,Rahij,Junagadh
Dhari,Village,Gujarat,2413000700938500,Gadhiya Chavand,Amreli
Khambha,Village,Gujarat,2413000900948400,Khambha,Amreli
Palsana,Village,Gujarat,2422001101702200,Tantithaiya,Surat
Bardoli,Village,Gujarat,2422001201708300,Umrakh,Surat
Rajula,Village,Gujarat,2413001100957200,Kherali Moti,Amreli
Khambha,Village,Gujarat,2413000900948300,Dadhiyali,Amreli
Songadh,Village,Gujarat,2422000601661700,Champavadi,Surat
Vyara,Village,Gujarat,2422001301716600,Sarkuva,Surat
Vyara,Village,Gujarat,2422001301716400,Rampura Najik,Surat
Songadh,Village,Gujarat,2422000601662100,Chakalia,Surat
Khambha,Village,Gujarat,2413000900948700,Dhavadiya,Amreli
Savar Kundla,Village,Gujarat,2413000800946700,Absang,Amreli
Rajula,Village,Gujarat,2413001100957500,Amuli,Amreli
Bardoli,Village,Gujarat,2422001201708400,Baben,Surat
Mahuva,Village,Gujarat,2414001101039700,Bhadra,Bhavnagar
Bardoli,Village,Gujarat,2422001201708500,Astan,Surat
Mahuva,Village,Gujarat,2414001101040200,Taredi,Bhavnagar
Mahuva,Village,Gujarat,2414001101039500,Rupavati,Bhavnagar
Mahuva,Village,Gujarat,2414001101040800,Kalsar,Bhavnagar
Palsana,Village,Gujarat,2422001101702000,Kareli,Surat
Mahuva,Village,Gujarat,2414001101040600,Uncha Kotda,Bhavnagar
Chorasi,Village,Gujarat,2422001001698800,Deladva,Surat
Palsana,Village,Gujarat,2422001101702400,Kharbhasi,Surat
Bardoli,Village,Gujarat,2422001201708700,Rajpura Lumbha,Surat
Palsana,Village,Gujarat,2422001101702500,Karala,Surat
Valod,Village,Gujarat,2422001401729700,Kaher,Surat
Songadh,Village,Gujarat,2422000601662900,Gaisavar,Surat
Malia,Village,Gujarat,2412000900849300,Devgam,Junagadh
Vyara,Village,Gujarat,2422001301716000,Lotarva,Surat
Uchchhal,Village,Gujarat,2422000501655000,Jharanpada,Surat
Mahuva,Village,Gujarat,2414001101040900,Valavav,Bhavnagar
Chorasi,Village,Gujarat,2422001001698900,Mohni,Surat
Talala,Village,Gujarat,2412001000856600,Lakadverines,Junagadh
Savar Kundla,Village,Gujarat,2413000800946500,Giniya,Amreli
Mangrol,Village,Gujarat,2412000800846500,Kotda Juna,Junagadh
Vyara,Village,Gujarat,2422001301716800,Bedkuva Najik,Surat
Mahuva,Village,Gujarat,2414001101039600,Lakhupara,Bhavnagar
Mangrol,Village,Gujarat,2412000800846200,Maktupur,Junagadh
Rajula,Village,Gujarat,2413001100956800,Bhakshi,Amreli
Mangrol,Village,Gujarat,2412000800846600,Chotilividi,Junagadh
Talala,Village,Gujarat,2412001000857300,Bhojde,Junagadh
Songadh,Village,Gujarat,2422000601662600,Chapaldhara,Surat
Bardoli,Village,Gujarat,2422001201710700,Timbarva,Surat
Savar Kundla,Village,Gujarat,2413000800946600,Khodiyana,Amreli
Visavadar,Village,Gujarat,2412000500830900,Kankai,Junagadh
Talala,Village,Gujarat,2412001000857500,Hiranvel,Junagadh
Bardoli,Village,Gujarat,2422001201710800,Pipariya,Surat
Malia,Village,Gujarat,2412000900849600,Kerala,Junagadh
Songadh,Village,Gujarat,2422000601662800,Balamrai,Surat
Rajula,Village,Gujarat,2413001100957400,Navagam(Mariana),Amreli
Chorasi,Village,Gujarat,2422001001697300,Magdalla,Surat
Songadh,Village,Gujarat,2422000601662400,Kumkuva,Surat
Rajula,Village,Gujarat,2413001100957600,Masundada Nana- M,Amreli
Bardoli,Village,Gujarat,2422001201710000,Dhamdod Lumbha,Surat
Malia,Village,Gujarat,2412000900850700,Vandarvad,Junagadh
Talala,Village,Gujarat,2412001000857200,Khakhravala,Junagadh
Rajula,Village,Gujarat,2413001100956900,Vavera,Amreli
Rajula,Village,Gujarat,2413001100957000,Kherali Nani,Amreli
Mahuva,Village,Gujarat,2414001101037300,Bambhaniya,Bhavnagar
Palsana,Village,Gujarat,2422001101702700,Sanki,Surat
Palsana,Village,Gujarat,2422001101702600,Karan,Surat
Talala,Village,Gujarat,2412001000858400,Ravta,Junagadh
Visavadar,Village,Gujarat,2412000500831000,Karkadi,Junagadh
Mahuva,Village,Gujarat,2414001101040700,Dayal,Bhavnagar
Songadh,Village,Gujarat,2422000601662200,Khambhala,Surat
Una,Village,Gujarat,2412001400880400,Chuldi,Junagadh
Mahuva,Village,Gujarat,2414001101039400,Bhanavav,Bhavnagar
Malia,Village,Gujarat,2412000900849400,Dharampur,Junagadh
Palsana,Village,Gujarat,2422001101703000,Gangpor,Surat
Mangrol,Village,Gujarat,2412000800846400,Shaikhpur,Junagadh
Vyara,Village,Gujarat,2422001301717000,Khushalpura,Surat
Vyara,Village,Gujarat,2422001301716700,Katgadh,Surat
Palsana,Village,Gujarat,2422001101702800,Jetpor,Surat
Chorasi,Village,Gujarat,2422001001698600,Karadva,Surat
Songadh,Village,Gujarat,2422000601662300,Dosvada,Surat
Malia,Village,Gujarat,2412000900849500,Dudhala,Junagadh
Chorasi,Village,Gujarat,2422001001699300,Saniya Kanade,Surat
Bardoli,Town,Gujarat,2422001242217000,Bardoli,Surat
Songadh,Village,Gujarat,2422000601662700,Raniamba,Surat
Chorasi,Village,Gujarat,2422001001698300,Bhimrad,Surat
Mahuva,Village,Gujarat,2414001101040000,Nana Jadra,Bhavnagar
Chorasi,Village,Gujarat,2422001001699000,Timbarva,Surat
Mangrol,Village,Gujarat,2412000800846900,Shepa,Junagadh
Mangrol,Village,Gujarat,2412000800846700,Sheriyakhan,Junagadh
Talala,Village,Gujarat,2412001000856700,Sajiya,Junagadh
Khambha,Village,Gujarat,2413000900948500,Pipalava,Amreli
Vyara,Village,Gujarat,2422001301716900,Indu,Surat
Chorasi,Village,Gujarat,2422001001697400,Gaviyar,Surat
Una,Village,Gujarat,2412001400880600,Jamvali,Junagadh
Una,Village,Gujarat,2412001400880500,Vaniagali,Junagadh
Talala,Village,Gujarat,2412001000857400,Sangodra,Junagadh
Songadh,Village,Gujarat,2422000601663000,Chimkuva,Surat
Malia,Village,Gujarat,2412000900850500,Sarkadiya,Junagadh
Vyara,Village,Gujarat,2422001301717200,Borkhadi,Surat
Talala,Village,Gujarat,2412001000858300,Patasala,Junagadh
Bardoli,Village,Gujarat,2422001201711300,Karachaka,Surat
Malia,Village,Gujarat,2412000900849700,Janadi,Junagadh
Mahuva,Village,Gujarat,2414001101039900,Gundarani,Bhavnagar
Rajula,Village,Gujarat,2413001100957700,Balapar,Amreli
Mangrol,Village,Gujarat,2412000800846300,Kotda Nava,Junagadh
Bardoli,Village,Gujarat,2422001201710600,Vadhava,Surat
Mahuva,Village,Gujarat,2414001101040100,Tavida,Bhavnagar
Chorasi,Village,Gujarat,2422001001699200,Khambhasla,Surat
Una,Village,Gujarat,2412001400881100,Karjadi,Junagadh
Songadh,Village,Gujarat,2422000601663100,Tokarva (Segupada),Surat
Chorasi,Village,Gujarat,2422001001697500,Vanta,Surat
Malia,Village,Gujarat,2412000900850400,Vadiya,Junagadh
Bardoli,Village,Gujarat,2422001201710500,Utara,Surat
Palsana,Village,Gujarat,2422001101703100,Soyani,Surat
Palsana,Village,Gujarat,2422001101703200,Tundi,Surat
Chorasi,Village,Gujarat,2422001001697600,Dumas,Surat
Bardoli,Village,Gujarat,2422001201710100,Ten,Surat
Chorasi,Village,Gujarat,2422001001696400,Kidiabet,Surat
Songadh,Village,Gujarat,2422000601662500,Rupvada,Surat
Vyara,Village,Gujarat,2422001301717100,Kohli,Surat
Palsana,Village,Gujarat,2422001101703400,Talodara,Surat
Vyara,Village,Gujarat,2422001301717900,Tadkuva,Surat
Vyara,Village,Gujarat,2422001301718000,Virpur,Surat
Valod,Village,Gujarat,2422001401729800,Beldha,Surat
Rajula,Village,Gujarat,2413001100957800,Chhapri,Amreli
Khambha,Village,Gujarat,2413000900948600,Gidardi,Amreli
Mahuva,Village,Gujarat,2414001101041200,Vadli,Bhavnagar
Valod,Village,Gujarat,2422001401729900,Syadla,Surat
Rajula,Village,Gujarat,2413001100959300,Morangi,Amreli
Talala,Village,Gujarat,2412001000858200,Kapuriya,Junagadh
Songadh,Village,Gujarat,2422000601665100,Khokhsa,Surat
Khambha,Village,Gujarat,2413000900948800,Bhaniya,Amreli
Chorasi,Village,Gujarat,2422001001699100,Goja,Surat
Palsana,Village,Gujarat,2422001101703300,Tantizaghda,Surat
Talala,Village,Gujarat,2412001000857800,Chitravad,Junagadh
Una,Village,Gujarat,2412001400880700,Hadala,Junagadh
Mahuva,Village,Gujarat,2414001101041000,Sathara,Bhavnagar
Bardoli,Village,Gujarat,2422001201711200,Uva,Surat
Songadh,Village,Gujarat,2422000601663200,Tokarva (Jamankuva),Surat
Mahuva,Village,Gujarat,2414001101039800,Lusadi,Bhavnagar
Vyara,Town,Gujarat,2422001342218000,Vyara,Surat
Malia,Village,Gujarat,2412000900850800,Babra,Junagadh
Malia,Village,Gujarat,2412000900849900,Bhanduri,Junagadh
Palsana,Village,Gujarat,2422001101702900,Barasadi,Surat
Chorasi,Village,Gujarat,2422001001700000,Kharvasa,Surat
Mangrol,Village,Gujarat,2412000800846800,Jamvali,Junagadh
Mahuva,Village,Gujarat,2414001101041400,Nesvad,Bhavnagar
Chorasi,Village,Gujarat,2422001001698100,Abhva,Surat
Rajula,Village,Gujarat,2413001100958300,Agariya Mota,Amreli
Khambha,Village,Gujarat,2413000900949300,Kodiya,Amreli
Bardoli,Village,Gujarat,2422001201710300,Khali,Surat
Malia,Village,Gujarat,2412000900849800,Ambecha,Junagadh
Songadh,Village,Gujarat,2422000601663900,Chorvad,Surat
Talala,Village,Gujarat,2412001000858100,Amrutvel,Junagadh
Talala,Village,Gujarat,2412001000858500,Kheriyavala,Junagadh
Una,Village,Gujarat,2412001400882500,Timbarva,Junagadh
Malia,Village,Gujarat,2412000900850600,Itali,Junagadh
Songadh,Village,Gujarat,2422000601663500,Khanjar,Surat
Rajula,Village,Gujarat,2413001100959200,Mandal,Amreli
Malia,Village,Gujarat,2412000900850300,Ghunghati,Junagadh
Bardoli,Village,Gujarat,2422001201711500,Kikvad,Surat
Una,Village,Gujarat,2412001400881000,Lotha,Junagadh
Una,Village,Gujarat,2412001400880800,Vankajambu,Junagadh
Malia,Village,Gujarat,2412000900850900,Ladudi -Gir,Junagadh
Songadh,Village,Gujarat,2422000601665200,Kanji,Surat
Mahuva,Village,Gujarat,2414001101041100,Vaghnagar,Bhavnagar
Chorasi,Village,Gujarat,2422001001699400,Eklera,Surat
Talala,Village,Gujarat,2412001000858600,Kisa,Junagadh
Chorasi,Village,Gujarat,2422001001698500,Sonari,Surat
Vyara,Village,Gujarat,2422001301718100,Chikhli,Surat
Khambha,Village,Gujarat,2413000900949100,Sarakadiya,Amreli
Songadh,Village,Gujarat,2422000601663400,Ghanchikuva,Surat
Mangrol,Village,Gujarat,2412000800847000,Husenabad,Junagadh
Chorasi,Village,Gujarat,2422001001699500,Bhanodra,Surat
Palsana,Village,Gujarat,2422001101703500,Erthan,Surat
Rajula,Village,Gujarat,2413001100959100,Doliya,Amreli
Chorasi,Village,Gujarat,2422001001699600,Gabheni,Surat
Valod,Village,Gujarat,2422001401730000,Titva,Surat
Mahuva,Village,Gujarat,2414001101042600,Naip,Bhavnagar
Chorasi,Town,Gujarat,2422001042214000,Sachin INA,Surat
Chorasi,Village,Gujarat,2422001001698400,Jiav,Surat
Chorasi,Town,Gujarat,2422001042212000,Un,Surat
Chorasi,Village,Gujarat,2422001001700100,Bonand,Surat
Songadh,Village,Gujarat,2422000601664700,Nana Bandharpada,Surat
Bardoli,Village,Gujarat,2422001201710400,Tajpor Khurd,Surat
Palsana,Village,Gujarat,2422001101703700,Baleshvar,Surat
Mahuva,Village,Gujarat,2414001101041300,Umaniyavadar,Bhavnagar
Songadh,Village,Gujarat,2422000601663300,Kakad Kuva,Surat
Khambha,Village,Gujarat,2413000900949200,Sarakadiya,Amreli
Songadh,Village,Gujarat,2422000601663600,Kharsi,Surat
Bardoli,Village,Gujarat,2422001201711100,Manekpor,Surat
Talala,Village,Gujarat,2412001000857900,Borvav,Junagadh
Palsana,Village,Gujarat,2422001101704100,Pisad,Surat
Talala,Village,Gujarat,2412001000858800,Rasulpura,Junagadh
Palsana,Village,Gujarat,2422001101703800,Bhutpor,Surat
Songadh,Village,Gujarat,2422000601671500,Ekva Golan,Surat
Palsana,Village,Gujarat,2422001101704200,Vanesa,Surat
Bardoli,Village,Gujarat,2422001201711600,Afva,Surat
Vyara,Village,Gujarat,2422001301717800,Kanpura,Surat
Palsana,Village,Gujarat,2422001101704000,Dhamdod,Surat
Talala,Village,Gujarat,2412001000858700,Vansali,Junagadh
Una,Village,Gujarat,2412001400881200,Jambuda,Junagadh
Khambha,Village,Gujarat,2413000900949000,Bhavardi,Amreli
Talala,Village,Gujarat,2412001000860200,Bhuvatirath,Junagadh
Mahuva,Village,Gujarat,2414001101041500,Haripara,Bhavnagar
Vyara,Village,Gujarat,2422001301717300,Maypur,Surat
Mahuva,Village,Gujarat,2414001101042300,Bhanvad,Bhavnagar
Talala,Village,Gujarat,2412001000857600,Bheriya,Junagadh
Songadh,Village,Gujarat,2422000601665000,Medhsingi,Surat
Rajula,Village,Gujarat,2413001100959600,Rampara No-1,Amreli
Una,Village,Gujarat,2412001400881400,Nada,Junagadh
Rajula,Village,Gujarat,2413001100958200,Dhareshvar,Amreli
Bardoli,Village,Gujarat,2422001201710200,Nadida,Surat
Chorasi,Village,Gujarat,2422001001698000,Sarsana,Surat
Malia,Village,Gujarat,2412000900850000,Budhecha,Junagadh
Songadh,Village,Gujarat,2422000601663700,Devalpada,Surat
Una,Village,Gujarat,2412001400880900,Vakumbha (Karjadi),Junagadh
Rajula,Village,Gujarat,2413001100957900,Barbatana,Amreli
Vyara,Village,Gujarat,2422001301717500,Paniyari,Surat
Palsana,Village,Gujarat,2422001101704400,Ena,Surat
Mahuva,Village,Gujarat,2414001101041600,Visavadar,Bhavnagar
Talala,Village,Gujarat,2412001000858000,Lushala,Junagadh
Malia,Village,Gujarat,2412000900851400,Kadaya,Junagadh
Chorasi,Village,Gujarat,2422001001697700,Hajira,Surat
Rajula,Village,Gujarat,2413001100959500,Mobhiyana Nana,Amreli
Songadh,Village,Gujarat,2422000601664800,Jharali,Surat
Mangrol,Village,Gujarat,2412000800847100,Shapur,Junagadh
Chorasi,Village,Gujarat,2422001001697900,Bhimpor,Surat
Mahuva,Town,Gujarat,2414001141412000,Mahuva,Bhavnagar
Valod,Village,Gujarat,2422001401730100,Kamalchhod,Surat
Songadh,Village,Gujarat,2422000601664000,Chikhli Khadka,Surat
Chorasi,Village,Gujarat,2422001001698200,Khajod,Surat
