SUB_DISTRICT,TYPE,STATE,CENSUS_CODE_2001,NAME,DISTRICT
Dhanera,Village,Gujarat,2402000300121000,Vasan,Banas Kantha
Dhanera,Village,Gujarat,2402000300120900,Aeta,Banas Kantha
Dhanera,Village,Gujarat,2402000300120800,Gola,Banas Kantha
Dhanera,Village,Gujarat,2402000300121300,Shergadh (Jadiya),Banas Kantha
Tharad,Village,Gujarat,2402000200107200,Kasavi,Banas Kantha
Tharad,Village,Gujarat,2402000200107400,Takhuva,Banas Kantha
Vav,Village,Gujarat,2402000100095600,Daiyap,Banas Kantha
Dhanera,Village,Gujarat,2402000300120600,Nenava,Banas Kantha
Tharad,Village,Gujarat,2402000200107300,Bhardasar,Banas Kantha
Dhanera,Village,Gujarat,2402000300120700,Khaprol,Banas Kantha
Tharad,Village,Gujarat,2402000200107800,Khoda,Banas Kantha
Tharad,Village,Gujarat,2402000200107500,Radka,Banas Kantha
Dhanera,Village,Gujarat,2402000300121100,Pengiya,Banas Kantha
Dhanera,Village,Gujarat,2402000300121200,Dharnodhar,Banas Kantha
Tharad,Village,Gujarat,2402000200107900,Vara,Banas Kantha
Tharad,Village,Gujarat,2402000200108500,Antrol,Banas Kantha
Vav,Village,Gujarat,2402000100095500,Mithavi Charan,Banas Kantha
Dhanera,Village,Gujarat,2402000300122600,Dugdol Moti,Banas Kantha
Tharad,Village,Gujarat,2402000200108600,Ranesari,Banas Kantha
Tharad,Village,Gujarat,2402000200107700,Vantdau,Banas Kantha
Dhanera,Village,Gujarat,2402000300121400,Kunwarla,Banas Kantha
Vav,Village,Gujarat,2402000100095100,Mavsari,Banas Kantha
Tharad,Village,Gujarat,2402000200108400,Naroli,Banas Kantha
Tharad,Village,Gujarat,2402000200107600,Betaliya,Banas Kantha
Tharad,Village,Gujarat,2402000200108200,Vaghasan,Banas Kantha
Tharad,Village,Gujarat,2402000200108700,Sherau,Banas Kantha
Vav,Village,Gujarat,2402000100096300,Kundaliya,Banas Kantha
Vav,Village,Gujarat,2402000100095400,Mithavi Rana,Banas Kantha
Dhanera,Village,Gujarat,2402000300122500,Bhatib,Banas Kantha
Dhanera,Village,Gujarat,2402000300121500,Magarawa,Banas Kantha
Vav,Village,Gujarat,2402000100095300,Takhatpura (J),Banas Kantha
Tharad,Village,Gujarat,2402000200109700,Bevata,Banas Kantha
Vav,Village,Gujarat,2402000100095200,Jordiyali,Banas Kantha
Tharad,Village,Gujarat,2402000200108000,Kharakhoda,Banas Kantha
Dhanera,Village,Gujarat,2402000300122700,Dugdol Nani,Banas Kantha
Dhanera,Village,Gujarat,2402000300122800,Edal,Banas Kantha
Tharad,Village,Gujarat,2402000200108100,Miyal,Banas Kantha
Dhanera,Village,Gujarat,2402000300121700,Lelava,Banas Kantha
Vav,Village,Gujarat,2402000100095800,Tejpura,Banas Kantha
Dhanera,Village,Gujarat,2402000300123000,Kundi,Banas Kantha
Dhanera,Village,Gujarat,2402000300122900,Talegadh,Banas Kantha
Dhanera,Village,Gujarat,2402000300123100,Bapla,Banas Kantha
Dhanera,Village,Gujarat,2402000300121600,Lawara,Banas Kantha
Tharad,Village,Gujarat,2402000200108300,Savarakha,Banas Kantha
Dhanera,Village,Gujarat,2402000300122300,Rampura Chhota,Banas Kantha
Dhanera,Village,Gujarat,2402000300122400,Jadiya,Banas Kantha
Tharad,Village,Gujarat,2402000200108800,Ratanpura,Banas Kantha
Dhanera,Village,Gujarat,2402000300123200,Vachhol,Banas Kantha
Vav,Village,Gujarat,2402000100095900,Arjanpura,Banas Kantha
Vav,Village,Gujarat,2402000100095700,Kumbhardi,Banas Kantha
Dhanera,Village,Gujarat,2402000300123800,Siya,Banas Kantha
Dhanera,Village,Gujarat,2402000300123700,Janali,Banas Kantha
Dhanera,Village,Gujarat,2402000300123500,Mandal,Banas Kantha
Tharad,Village,Gujarat,2402000200109000,Ajawada,Banas Kantha
Tharad,Village,Gujarat,2402000200108900,Ranpur,Banas Kantha
Dhanera,Village,Gujarat,2402000300123300,Vaktapura,Banas Kantha
Dhanera,Village,Gujarat,2402000300123600,Anapur Chhota,Banas Kantha
Dhanera,Village,Gujarat,2402000300122200,Hadta,Banas Kantha
Dhanera,Village,Gujarat,2402000300121800,Bhajna,Banas Kantha
Tharad,Village,Gujarat,2402000200109100,Karbun,Banas Kantha
Tharad,Village,Gujarat,2402000200109300,Mota Mesara,Banas Kantha
Tharad,Village,Gujarat,2402000200109200,Nana Mesara,Banas Kantha
Dhanera,Village,Gujarat,2402000300123400,Rampura (Vaghpura),Banas Kantha
Tharad,Village,Gujarat,2402000200111100,Rajkot,Banas Kantha
Vav,Village,Gujarat,2402000100096000,Pansada,Banas Kantha
Tharad,Village,Gujarat,2402000200109400,Dipda,Banas Kantha
Dhanera,Village,Gujarat,2402000300122100,Charda,Banas Kantha
Vav,Village,Gujarat,2402000100096800,Sanval,Banas Kantha
Tharad,Village,Gujarat,2402000200109600,Chotapa,Banas Kantha
Tharad,Village,Gujarat,2402000200111000,Patiyasara,Banas Kantha
Vav,Village,Gujarat,2402000100096100,Akoli,Banas Kantha
Dhanera,Village,Gujarat,2402000300124900,Raviya,Banas Kantha
Tharad,Village,Gujarat,2402000200109500,Jadara,Banas Kantha
Dhanera,Village,Gujarat,2402000300122000,Vinchhivadi,Banas Kantha
Dhanera,Village,Gujarat,2402000300125100,Anapurgadh,Banas Kantha
Tharad,Village,Gujarat,2402000200110900,Rampura,Banas Kantha
Dhanera,Village,Gujarat,2402000300125300,Vasda,Banas Kantha
Dhanera,Village,Gujarat,2402000300125000,Nana Meda,Banas Kantha
Vav,Village,Gujarat,2402000100096900,Vajiyasara,Banas Kantha
Tharad,Village,Gujarat,2402000200109800,Terol,Banas Kantha
Dhanera,Village,Gujarat,2402000300123900,Jadi,Banas Kantha
Dhanera,Village,Gujarat,2402000300125400,Ravi,Banas Kantha
Dhanera,Village,Gujarat,2402000300124800,Kotda (Raviya),Banas Kantha
Tharad,Village,Gujarat,2402000200109900,Therwada,Banas Kantha
Tharad,Village,Gujarat,2402000200110800,Piluda,Banas Kantha
Tharad,Village,Gujarat,2402000200111400,Saba,Banas Kantha
Dhanera,Village,Gujarat,2402000300121900,Nanuda,Banas Kantha
Tharad,Village,Gujarat,2402000200110200,Morthal,Banas Kantha
Tharad,Village,Gujarat,2402000200110400,Kesargam,Banas Kantha
Tharad,Village,Gujarat,2402000200110300,Luvana,Banas Kantha
Dhanera,Village,Gujarat,2402000300124000,Jiwana,Banas Kantha
Tharad,Village,Gujarat,2402000200110000,Dedudi,Banas Kantha
Tharad,Village,Gujarat,2402000200110700,Dantiya,Banas Kantha
Vav,Village,Gujarat,2402000100096700,Tobha,Banas Kantha
Dhanera,Village,Gujarat,2402000300125200,Negala,Banas Kantha
Tharad,Village,Gujarat,2402000200111300,Pirgadh,Banas Kantha
Tharad,Village,Gujarat,2402000200111500,Gadsisar,Banas Kantha
Tharad,Village,Gujarat,2402000200111200,Jampur,Banas Kantha
Vav,Village,Gujarat,2402000100096200,Baradvi,Banas Kantha
Vav,Village,Gujarat,2402000100096600,Baluntri,Banas Kantha
Dhanera,Village,Gujarat,2402000300125700,Alwada,Banas Kantha
Dhanera,Village,Gujarat,2402000300124400,Thawar,Banas Kantha
Tharad,Village,Gujarat,2402000200112000,Savpura,Banas Kantha
Tharad,Village,Gujarat,2402000200112200,Bhapi,Banas Kantha
Dhanera,Village,Gujarat,2402000300124700,Sera,Banas Kantha
Dhanera,Village,Gujarat,2402000300124300,Dhakha,Banas Kantha
Dhanera,Village,Gujarat,2402000300125900,Dedha,Banas Kantha
Vav,Village,Gujarat,2402000100096500,Kareli,Banas Kantha
Tharad,Village,Gujarat,2402000200110100,Denduva,Banas Kantha
Dhanera,Village,Gujarat,2402000300124100,Kotda (Dhakha),Banas Kantha
Dhanera,Village,Gujarat,2402000300124600,Malotra,Banas Kantha
Dhanera,Village,Gujarat,2402000300125600,Bhatram,Banas Kantha
Tharad,Village,Gujarat,2402000200110600,Valadar,Banas Kantha
Dhanera,Village,Gujarat,2402000300124500,Mota Meda,Banas Kantha
Dhanera,Village,Gujarat,2402000300125800,Sabawadi,Banas Kantha
Tharad,Village,Gujarat,2402000200113200,Duva,Banas Kantha
Dantiwada,Village,Gujarat,2402000400128800,Gundari,Banas Kantha
Tharad,Village,Gujarat,2402000200110500,Pepar,Banas Kantha
Dhanera,Village,Gujarat,2402000300125500,Sodal,Banas Kantha
Dhanera,Village,Gujarat,2402000300124200,Ramuna,Banas Kantha
Tharad,Village,Gujarat,2402000200111800,Bhorol,Banas Kantha
Dhanera,Village,Gujarat,2402000300127400,Rajoda,Banas Kantha
Tharad,Village,Gujarat,2402000200112100,Bhadodar,Banas Kantha
Tharad,Village,Gujarat,2402000200112800,Changada,Banas Kantha
Tharad,Village,Gujarat,2402000200111600,Medhala,Banas Kantha
Vav,Village,Gujarat,2402000100097000,Chotil,Banas Kantha
Tharad,Village,Gujarat,2402000200112300,Bhapdi,Banas Kantha
Dantiwada,Village,Gujarat,2402000400128700,Bhandotra,Banas Kantha
Dantiwada,Village,Gujarat,2402000400128600,Dhaniyawada,Banas Kantha
Vav,Village,Gujarat,2402000100096400,Radha Nesda,Banas Kantha
Tharad,Village,Gujarat,2402000200113100,Kiyal,Banas Kantha
Dantiwada,Village,Gujarat,2402000400128900,Satsan,Banas Kantha
Tharad,Village,Gujarat,2402000200112600,Bhuriya,Banas Kantha
Tharad,Village,Gujarat,2402000200112700,Kamali,Banas Kantha
Dhanera,Village,Gujarat,2402000300126000,Rampura Mota,Banas Kantha
Tharad,Village,Gujarat,2402000200113000,Thara,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129000,Arkhi,Banas Kantha
Dhanera,Village,Gujarat,2402000300127600,Dhanpura (Kheda),Banas Kantha
Dhanera,Village,Gujarat,2402000300127300,Mewada,Banas Kantha
Tharad,Village,Gujarat,2402000200111900,Ganeshpura,Banas Kantha
Vav,Village,Gujarat,2402000100097200,Rabadi Padar,Banas Kantha
Dhanera,Village,Gujarat,2402000300127200,Runi,Banas Kantha
Tharad,Village,Gujarat,2402000200112500,Mangrol,Banas Kantha
Tharad,Village,Gujarat,2402000200112900,Meghpura,Banas Kantha
Vav,Village,Gujarat,2402000100097700,Kolava,Banas Kantha
Dhanera,Town,Gujarat,2402000340202000,Dhanera,Banas Kantha
Tharad,Village,Gujarat,2402000200112400,Hathawada,Banas Kantha
Vav,Village,Gujarat,2402000100097100,Haripura,Banas Kantha
Dhanera,Village,Gujarat,2402000300127100,Voda,Banas Kantha
Vav,Village,Gujarat,2402000100097500,Tadav,Banas Kantha
Dhanera,Village,Gujarat,2402000300127500,Khangan,Banas Kantha
Dhanera,Village,Gujarat,2402000300128100,Khimat,Banas Kantha
Dhanera,Village,Gujarat,2402000300127700,Vachhdal,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129100,Vagor,Banas Kantha
Dhanera,Village,Gujarat,2402000300126100,Sotwada,Banas Kantha
Dhanera,Village,Gujarat,2402000300126200,Fatepura (Malotra),Banas Kantha
Dantiwada,Village,Gujarat,2402000400129200,Panthawada,Banas Kantha
Dhanera,Village,Gujarat,2402000300126300,Jorapura (Dhakha),Banas Kantha
Vav,Village,Gujarat,2402000100097300,Chandangadh,Banas Kantha
Tharad,Village,Gujarat,2402000200114300,Lorwada,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129500,Bhilada,Banas Kantha
Tharad,Village,Gujarat,2402000200114100,Lodhnar,Banas Kantha
Tharad,Village,Gujarat,2402000200113700,Lakhapura,Banas Kantha
Vav,Village,Gujarat,2402000100097600,Fangadi,Banas Kantha
Amirgadh,Village,Gujarat,2402000500134000,Kapasiya,Banas Kantha
Tharad,Village,Gujarat,2402000200111700,Ghantiyali,Banas Kantha
Tharad,Village,Gujarat,2402000200113300,Pavadasan,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129400,Akoli,Banas Kantha
Tharad,Village,Gujarat,2402000200113600,Rah,Banas Kantha
Tharad,Village,Gujarat,2402000200114200,Vami,Banas Kantha
Tharad,Village,Gujarat,2402000200114500,Idhata,Banas Kantha
Vav,Village,Gujarat,2402000100097400,Chothar Nesda,Banas Kantha
Dhanera,Village,Gujarat,2402000300127000,Valer,Banas Kantha
Dhanera,Village,Gujarat,2402000300126500,Sankad,Banas Kantha
Tharad,Village,Gujarat,2402000200114000,Didarada,Banas Kantha
Tharad,Village,Gujarat,2402000200113400,Aratva,Banas Kantha
Tharad,Village,Gujarat,2402000200113800,Bhalasara,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129300,Zat,Banas Kantha
Tharad,Village,Gujarat,2402000200114800,Dudhva,Banas Kantha
Vav,Village,Gujarat,2402000100098000,Dhima,Banas Kantha
Tharad,Village,Gujarat,2402000200113900,Chhanasara,Banas Kantha
Dhanera,Village,Gujarat,2402000300127800,Panswal,Banas Kantha
Tharad,Village,Gujarat,2402000200113500,Kochala,Banas Kantha
Tharad,Village,Gujarat,2402000200114700,Lunal,Banas Kantha
Dhanera,Village,Gujarat,2402000300126900,Karadhani,Banas Kantha
Vav,Village,Gujarat,2402000100097800,Takhatpura,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332400,Anjani,Sabar Kantha
Tharad,Village,Gujarat,2402000200114400,Mahadevpura,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332300,Kalikankar,Sabar Kantha
Tharad,Village,Gujarat,2402000200114900,Kumbhara,Banas Kantha
Vav,Village,Gujarat,2402000100098200,Umedpura,Banas Kantha
Dhanera,Village,Gujarat,2402000300126800,Samalwada,Banas Kantha
Dhanera,Village,Gujarat,2402000300128200,Kumar,Banas Kantha
Dhanera,Village,Gujarat,2402000300128300,Chhindivadi,Banas Kantha
Dhanera,Village,Gujarat,2402000300128500,Virol,Banas Kantha
Dhanera,Village,Gujarat,2402000300127900,Rampura (Panswal),Banas Kantha
Tharad,Village,Gujarat,2402000200114600,Jamda,Banas Kantha
Dhanera,Village,Gujarat,2402000300126600,Saral,Banas Kantha
Tharad,Village,Gujarat,2402000200115500,Sidhotara,Banas Kantha
Deesa,Village,Gujarat,2402000900182500,Bural,Banas Kantha
Tharad,Village,Gujarat,2402000200115100,Bhimpura,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130500,Bhilachal,Banas Kantha
Vav,Village,Gujarat,2402000100098100,Dheriana,Banas Kantha
Deesa,Village,Gujarat,2402000900182600,Kuchavada,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129700,Bhadali (Zat),Banas Kantha
Dhanera,Village,Gujarat,2402000300128000,Santarwada,Banas Kantha
Tharad,Village,Gujarat,2402000200115000,Vedala,Banas Kantha
Dhanera,Village,Gujarat,2402000300126400,Yavarpura,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332100,Chhatrang,Sabar Kantha
Vav,Village,Gujarat,2402000100097900,Pratappura,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129600,Ganguwada,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332000,Mamana Pipla,Sabar Kantha
Dhanera,Village,Gujarat,2402000300126700,Asiya,Banas Kantha
Vav,Village,Gujarat,2402000100098300,Rachhena,Banas Kantha
Tharad,Village,Gujarat,2402000200115200,Khengarpura,Banas Kantha
Deesa,Village,Gujarat,2402000900182000,Jadiyali,Banas Kantha
Tharad,Village,Gujarat,2402000200115400,Ghodasar,Banas Kantha
Amirgadh,Village,Gujarat,2402000500134100,Khari,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332200,Paliyabiya,Sabar Kantha
Dantiwada,Village,Gujarat,2402000400130400,Rajkot,Banas Kantha
Dhanera,Village,Gujarat,2402000300128400,Silasana,Banas Kantha
Vav,Village,Gujarat,2402000100098400,Achhuva,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130300,Gangudara,Banas Kantha
Vav,Village,Gujarat,2402000100098500,Sapreda,Banas Kantha
Deesa,Village,Gujarat,2402000900182200,Chora,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130600,Deri,Banas Kantha
Tharad,Village,Gujarat,2402000200116700,Bhachar,Banas Kantha
Tharad,Village,Gujarat,2402000200115300,Delankot,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332600,Zinznat,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500134200,Zaba,Banas Kantha
Tharad,Village,Gujarat,2402000200116000,Bhordu,Banas Kantha
Tharad,Village,Gujarat,2402000200115600,Untveliya,Banas Kantha
Deesa,Village,Gujarat,2402000900183100,Ramsan,Banas Kantha
Tharad,Village,Gujarat,2402000200116200,Gagana,Banas Kantha
Deesa,Village,Gujarat,2402000900182700,Viruna,Banas Kantha
Amirgadh,Village,Gujarat,2402000500134400,Gadhada,Banas Kantha
Tharad,Village,Gujarat,2402000200116100,Karanpura,Banas Kantha
Deesa,Village,Gujarat,2402000900182100,Sunthiya,Banas Kantha
Amirgadh,Village,Gujarat,2402000500134300,Rabariya,Banas Kantha
Deesa,Village,Gujarat,2402000900182400,Dhanavada,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129900,Mahudi Moti,Banas Kantha
Deesa,Village,Gujarat,2402000900182800,Vithodar,Banas Kantha
Deesa,Village,Gujarat,2402000900182300,Ramun,Banas Kantha
Tharad,Village,Gujarat,2402000200116600,Lendau,Banas Kantha
Dantiwada,Village,Gujarat,2402000400129800,Lakhanasar,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136400,Isvani,Banas Kantha
Amirgadh,Village,Gujarat,2402000500134800,Sonwadi,Banas Kantha
Deesa,Village,Gujarat,2402000900183300,Nandla,Banas Kantha
Tharad,Village,Gujarat,2402000200116300,Janadi,Banas Kantha
Tharad,Village,Gujarat,2402000200116400,Dolatpura,Banas Kantha
Vav,Village,Gujarat,2402000100098600,Bhakhari,Banas Kantha
Tharad,Village,Gujarat,2402000200117000,Ghesda,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130100,Rampura Mahudi,Banas Kantha
Tharad,Village,Gujarat,2402000200115800,Asodar,Banas Kantha
Deesa,Village,Gujarat,2402000900183400,Ghana,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130900,Odhava,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130700,Vavdhara,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130200,Kotda (Jegol),Banas Kantha
Amirgadh,Village,Gujarat,2402000500134600,Dabheli,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332700,Ajavas,Sabar Kantha
Tharad,Village,Gujarat,2402000200116500,Mahajanpura,Banas Kantha
Amirgadh,Village,Gujarat,2402000500134700,Savaniya,Banas Kantha
Amirgadh,Village,Gujarat,2402000500134500,Awal,Banas Kantha
Deesa,Village,Gujarat,2402000900183200,Bhadra,Banas Kantha
Tharad,Village,Gujarat,2402000200115700,Madal,Banas Kantha
Deesa,Village,Gujarat,2402000900183000,Tetoda,Banas Kantha
Deesa,Village,Gujarat,2402000900182900,Bhachalva,Banas Kantha
Deesa,Village,Gujarat,2402000900184600,Fagudra,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130800,Hariyawada,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332500,Kalchhavad,Sabar Kantha
Tharad,Village,Gujarat,2402000200115900,Undrana,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100333300,Kathiya,Sabar Kantha
Deesa,Village,Gujarat,2402000900184500,Robas Moti,Banas Kantha
Deesa,Village,Gujarat,2402000900184300,Talegadh,Banas Kantha
Dantiwada,Village,Gujarat,2402000400131000,Jegol,Banas Kantha
Vav,Village,Gujarat,2402000100099400,Lodrani,Banas Kantha
Tharad,Village,Gujarat,2402000200116900,Budhanpur,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332800,Bedi,Sabar Kantha
Tharad,Village,Gujarat,2402000200117700,Detala Duva,Banas Kantha
Dantiwada,Village,Gujarat,2402000400130000,Mahudi Nani,Banas Kantha
Amirgadh,Village,Gujarat,2402000500134900,Ghanta,Banas Kantha
Vav,Village,Gujarat,2402000100099300,Nalodar,Banas Kantha
Vav,Village,Gujarat,2402000100099200,Golgam,Banas Kantha
Deesa,Village,Gujarat,2402000900183500,Bhakadiyal,Banas Kantha
Dantiwada,Village,Gujarat,2402000400131100,Ganodara,Banas Kantha
Vav,Village,Gujarat,2402000100098800,Chuva,Banas Kantha
Vav,Village,Gujarat,2402000100098900,Uchpa,Banas Kantha
Deesa,Village,Gujarat,2402000900184400,Robas Nani,Banas Kantha
Tharad,Village,Gujarat,2402000200117100,Kothigam,Banas Kantha
Deesa,Village,Gujarat,2402000900183800,Dhroba,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135000,Vera,Banas Kantha
Dantiwada,Village,Gujarat,2402000400131600,Shergadh Odhava,Banas Kantha
Vav,Village,Gujarat,2402000100098700,Gambhirpura,Banas Kantha
Deesa,Village,Gujarat,2402000900183900,Kherola,Banas Kantha
Tharad,Village,Gujarat,2402000200116800,Chudmer,Banas Kantha
Tharad,Village,Gujarat,2402000200118400,Vadgamda,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136700,Juni Roh,Banas Kantha
Tharad,Town,Gujarat,2402000240201000,Tharad,Banas Kantha
Deesa,Village,Gujarat,2402000900184700,Agdol,Banas Kantha
Deesa,Village,Gujarat,2402000900184000,Nagafana,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100333200,Valsadi,Sabar Kantha
Dantiwada,Village,Gujarat,2402000400131200,Atal,Banas Kantha
Tharad,Village,Gujarat,2402000200117200,Zenta,Banas Kantha
Deesa,Village,Gujarat,2402000900185100,Ghada,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135100,Awala (Arniwada),Banas Kantha
Dantiwada,Village,Gujarat,2402000400131700,Malpuriya,Banas Kantha
Deesa,Village,Gujarat,2402000900184900,Meda,Banas Kantha
Tharad,Village,Gujarat,2402000200117500,Taruwa,Banas Kantha
Tharad,Village,Gujarat,2402000200117800,Darbari Detal,Banas Kantha
Vav,Village,Gujarat,2402000100099000,Vav,Banas Kantha
Deesa,Village,Gujarat,2402000900183700,Dhunsol,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100332900,Bahara,Sabar Kantha
Tharad,Village,Gujarat,2402000200117300,Nanol,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136500,Kakwada,Banas Kantha
Deesa,Village,Gujarat,2402000900184800,Sodapur,Banas Kantha
Deesa,Village,Gujarat,2402000900184200,Javal,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136600,Amirgadh,Banas Kantha
Dantiwada,Village,Gujarat,2402000400131500,Velavas,Banas Kantha
Deesa,Village,Gujarat,2402000900185500,Jherda,Banas Kantha
Deesa,Village,Gujarat,2402000900184100,Kochasana,Banas Kantha
Tharad,Village,Gujarat,2402000200117600,Bhimgadh,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135200,Manpuriya,Banas Kantha
Tharad,Village,Gujarat,2402000200117900,Dodiya,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100333000,Chandrana,Sabar Kantha
Deesa,Village,Gujarat,2402000900183600,Kotda,Banas Kantha
Vav,Village,Gujarat,2402000100099100,Sardarpura,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136300,Kidotar,Banas Kantha
Deesa,Village,Gujarat,2402000900185400,Thervada,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135400,Khara,Banas Kantha
Tharad,Village,Gujarat,2402000200117400,Sedla,Banas Kantha
Dantiwada,Village,Gujarat,2402000400131800,Talenagar,Banas Kantha
Dantiwada,Village,Gujarat,2402000400131400,Dhaneri,Banas Kantha
Dantiwada,Village,Gujarat,2402000400131900,Ranol,Banas Kantha
Vav,Village,Gujarat,2402000100099500,Bukna,Banas Kantha
Deesa,Village,Gujarat,2402000900185200,Dhanpura,Banas Kantha
Dantiwada,Village,Gujarat,2402000400131300,Bhakodar,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136800,Nichlo Bandh,Banas Kantha
Tharad,Village,Gujarat,2402000200118000,Lalpur,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135300,Vaghoriya,Banas Kantha
Deesa,Village,Gujarat,2402000900185800,Pechhdal,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136200,Sarotra,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136900,Uplo Bandh,Banas Kantha
Deesa,Village,Gujarat,2402000900186000,Kamodi,Banas Kantha
Tharad,Village,Gujarat,2402000200118600,Charda,Banas Kantha
Deesa,Village,Gujarat,2402000900185300,Talepura,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100333100,Salera,Sabar Kantha
Deesa,Village,Gujarat,2402000900185000,Kotha,Banas Kantha
Amirgadh,Village,Gujarat,2402000500137000,Dungarpura,Banas Kantha
Tharad,Village,Gujarat,2402000200118300,Pathamda,Banas Kantha
Tharad,Village,Gujarat,2402000200118100,Ganata,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132100,Ratanpur,Banas Kantha
Deesa,Village,Gujarat,2402000900186200,Vasna (Kuda),Banas Kantha
Tharad,Village,Gujarat,2402000200119000,Malupur,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100334400,Koland Talav,Sabar Kantha
Khedbrahma,Village,Gujarat,2405000100334500,Peta Chhapra (Poshin,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500138400,Khuniya,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100334200,Poshina (Ratanpur),Sabar Kantha
Deesa,Village,Gujarat,2402000900185600,Pamaru,Banas Kantha
Deesa,Village,Gujarat,2402000900185900,Sarat,Banas Kantha
Vav,Village,Gujarat,2402000100099700,Khimanavas,Banas Kantha
Tharad,Village,Gujarat,2402000200118900,Vajegadh,Banas Kantha
Tharad,Village,Gujarat,2402000200118500,Abhepura,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132300,Jorapura Bhadli,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132800,Fatepura (Dhanawada),Banas Kantha
Tharad,Village,Gujarat,2402000200118200,Morila,Banas Kantha
Deesa,Village,Gujarat,2402000900186100,Deka,Banas Kantha
Tharad,Village,Gujarat,2402000200119100,Karnasar,Banas Kantha
Tharad,Village,Gujarat,2402000200119200,Padadar,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132200,Chodungri,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100334300,Koland,Sabar Kantha
Deesa,Village,Gujarat,2402000900185700,Gugal,Banas Kantha
Amirgadh,Village,Gujarat,2402000500137100,Jorapura (Amirgadh),Banas Kantha
Khedbrahma,Village,Gujarat,2405000100334000,Gundikhan,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500138500,Khapa,Banas Kantha
Tharad,Village,Gujarat,2402000200119300,Gela,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132400,Bhadli Kotha,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135800,Balundra,Banas Kantha
Amirgadh,Village,Gujarat,2402000500138600,Karmadi,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100334100,Pipaliya,Sabar Kantha
Deesa,Village,Gujarat,2402000900186600,Kamoda,Banas Kantha
Deesa,Village,Gujarat,2402000900187600,Bhadath,Banas Kantha
Deesa,Village,Gujarat,2402000900186300,Jasara,Banas Kantha
Amirgadh,Village,Gujarat,2402000500136100,Kali Mati,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132700,Dantiwada,Banas Kantha
Deesa,Village,Gujarat,2402000900187200,Baiwada,Banas Kantha
Tharad,Village,Gujarat,2402000200118700,Khanpur,Banas Kantha
Deesa,Village,Gujarat,2402000900187700,Chatrala,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132000,Marwada,Banas Kantha
Deesa,Village,Gujarat,2402000900186800,Varan,Banas Kantha
